scenario_id,protocol,run_number,message_id,send_timestamp,receive_timestamp,latency_ms,status,payload_size,response_size,http_status_code,error_message
S3_MQTT,mqtt,1,1,1774554884.2318766,1774554887.2323596,3000.4830360412598,error,256,0,,MQTT ACK timeout (msg_id=1)
S3_MQTT,mqtt,1,2,1774554887.432786,1774554890.433025,3000.2388954162598,error,256,0,,MQTT ACK timeout (msg_id=2)
S3_MQTT,mqtt,1,3,1774554890.6339614,1774554893.6342084,3000.247001647949,error,256,0,,MQTT ACK timeout (msg_id=3)
S3_MQTT,mqtt,1,4,1774554893.8347464,1774554896.8347657,3000.019311904907,error,256,0,,MQTT ACK timeout (msg_id=4)
S3_MQTT,mqtt,1,5,1774554897.0353801,1774554900.0361047,3000.7245540618896,error,256,0,,MQTT ACK timeout (msg_id=5)
S3_MQTT,mqtt,1,6,1774554900.2368371,1774554903.2390049,3002.1677017211914,error,256,0,,MQTT ACK timeout (msg_id=6)
S3_MQTT,mqtt,1,7,1774554903.4469955,1774554906.4483967,3001.40118598938,error,256,0,,MQTT ACK timeout (msg_id=7)
S3_MQTT,mqtt,1,8,1774554906.6487703,1774554909.6488297,3000.0593662261963,error,256,0,,MQTT ACK timeout (msg_id=8)
S3_MQTT,mqtt,1,9,1774554909.8493605,1774554912.8494384,3000.077962875366,error,256,0,,MQTT ACK timeout (msg_id=9)
S3_MQTT,mqtt,1,10,1774554913.050064,1774554916.0506318,3000.567674636841,error,256,0,,MQTT ACK timeout (msg_id=10)
S3_MQTT,mqtt,1,11,1774554916.251737,1774554919.2525346,3000.7975101470947,error,256,0,,MQTT ACK timeout (msg_id=11)
S3_MQTT,mqtt,1,12,1774554919.453004,1774554922.453721,3000.7171630859375,error,256,0,,MQTT ACK timeout (msg_id=12)
S3_MQTT,mqtt,1,13,1774554922.6542115,1774554925.6549933,3000.781774520874,error,256,0,,MQTT ACK timeout (msg_id=13)
S3_MQTT,mqtt,1,14,1774554925.8559346,1774554928.8620017,3006.0670375823975,error,256,0,,MQTT ACK timeout (msg_id=14)
S3_MQTT,mqtt,1,15,1774554929.0699701,1774554932.0703936,3000.4234313964844,error,256,0,,MQTT ACK timeout (msg_id=15)
S3_MQTT,mqtt,1,16,1774554932.271001,1774554935.2714734,3000.4723072052,error,256,0,,MQTT ACK timeout (msg_id=16)
S3_MQTT,mqtt,1,17,1774554935.4724622,1774554938.473076,3000.6139278411865,error,256,0,,MQTT ACK timeout (msg_id=17)
S3_MQTT,mqtt,1,18,1774554938.6735308,1774554941.6738162,3000.2853870391846,error,256,0,,MQTT ACK timeout (msg_id=18)
S3_MQTT,mqtt,1,19,1774554941.8749866,1774554944.8752687,3000.282049179077,error,256,0,,MQTT ACK timeout (msg_id=19)
S3_MQTT,mqtt,1,20,1774554945.0762112,1774554948.0763984,3000.1871585845947,error,256,0,,MQTT ACK timeout (msg_id=20)
S3_MQTT,mqtt,2,1,1774554949.107449,1774554952.107168,2999.7189044952393,error,256,0,,MQTT ACK timeout (msg_id=1)
S3_MQTT,mqtt,2,2,1774554952.3079083,1774554955.3088996,3000.9913444519043,error,256,0,,MQTT ACK timeout (msg_id=2)
S3_MQTT,mqtt,2,3,1774554955.5095525,1774554958.5097136,3000.1611709594727,error,256,0,,MQTT ACK timeout (msg_id=3)
S3_MQTT,mqtt,2,4,1774554958.7103431,1774554961.7112029,3000.8597373962402,error,256,0,,MQTT ACK timeout (msg_id=4)
S3_MQTT,mqtt,2,5,1774554961.9116695,1774554964.9121041,3000.434637069702,error,256,0,,MQTT ACK timeout (msg_id=5)
S3_MQTT,mqtt,2,6,1774554965.112747,1774554968.112834,3000.087022781372,error,256,0,,MQTT ACK timeout (msg_id=6)
S3_MQTT,mqtt,2,7,1774554968.3139763,1774554971.3139882,3000.011920928955,error,256,0,,MQTT ACK timeout (msg_id=7)
S3_MQTT,mqtt,2,8,1774554971.5143166,1774554974.514364,3000.047445297241,error,256,0,,MQTT ACK timeout (msg_id=8)
S3_MQTT,mqtt,2,9,1774554974.715527,1774554977.7159593,3000.432252883911,error,256,0,,MQTT ACK timeout (msg_id=9)
S3_MQTT,mqtt,2,10,1774554977.9162607,1774554980.9163313,3000.070571899414,error,256,0,,MQTT ACK timeout (msg_id=10)
S3_MQTT,mqtt,2,11,1774554981.1173034,1774554984.1174972,3000.1938343048096,error,256,0,,MQTT ACK timeout (msg_id=11)
S3_MQTT,mqtt,2,12,1774554984.318301,1774554987.3195336,3001.232624053955,error,256,0,,MQTT ACK timeout (msg_id=12)
S3_MQTT,mqtt,2,13,1774554987.520253,1774554990.5264175,3006.16455078125,error,256,0,,MQTT ACK timeout (msg_id=13)
S3_MQTT,mqtt,2,14,1774554990.7271023,1774554993.7347708,3007.6684951782227,error,256,0,,MQTT ACK timeout (msg_id=14)
S3_MQTT,mqtt,2,15,1774554993.935948,1774554996.9368594,3000.9114742279053,error,256,0,,MQTT ACK timeout (msg_id=15)
S3_MQTT,mqtt,2,16,1774554997.1376538,1774555000.137873,3000.2191066741943,error,256,0,,MQTT ACK timeout (msg_id=16)
S3_MQTT,mqtt,2,17,1774555000.3383574,1774555003.3389707,3000.613212585449,error,256,0,,MQTT ACK timeout (msg_id=17)
S3_MQTT,mqtt,2,18,1774555003.5400937,1774555006.5400789,2999.9852180480957,error,256,0,,MQTT ACK timeout (msg_id=18)
S3_MQTT,mqtt,2,19,1774555006.740628,1774555009.7415514,3000.9233951568604,error,256,0,,MQTT ACK timeout (msg_id=19)
S3_MQTT,mqtt,2,20,1774555009.9420505,1774555012.9421751,3000.12469291687,error,256,0,,MQTT ACK timeout (msg_id=20)
S3_MQTT,mqtt,3,1,1774555013.9738145,1774555016.973986,3000.171422958374,error,256,0,,MQTT ACK timeout (msg_id=1)
S3_MQTT,mqtt,3,2,1774555017.1749961,1774555020.1755311,3000.535011291504,error,256,0,,MQTT ACK timeout (msg_id=2)
S3_MQTT,mqtt,3,3,1774555020.3757942,1774555023.375859,3000.0648498535156,error,256,0,,MQTT ACK timeout (msg_id=3)
S3_MQTT,mqtt,3,4,1774555023.5763667,1774555026.577226,3000.859260559082,error,256,0,,MQTT ACK timeout (msg_id=4)
S3_MQTT,mqtt,3,5,1774555026.7778609,1774555029.778774,3000.913143157959,error,256,0,,MQTT ACK timeout (msg_id=5)
S3_MQTT,mqtt,3,6,1774555029.9799352,1774555032.980189,3000.253915786743,error,256,0,,MQTT ACK timeout (msg_id=6)
S3_MQTT,mqtt,3,7,1774555033.180749,1774555036.1813364,3000.5874633789062,error,256,0,,MQTT ACK timeout (msg_id=7)
S3_MQTT,mqtt,3,8,1774555036.3820953,1774555039.3824975,3000.4022121429443,error,256,0,,MQTT ACK timeout (msg_id=8)
