scenario_id,protocol,run_number,message_id,send_timestamp,receive_timestamp,latency_ms,status,payload_size,response_size,http_status_code,error_message
S1_HTTP,http,1,1,1774289704.1177769,1774289704.1222928,4.515886306762695,success,256,81,200,
S1_HTTP,http,1,2,1774289704.142844,1774289704.1455796,2.735614776611328,success,256,80,200,
S1_HTTP,http,1,3,1774289704.1662269,1774289704.1685133,2.2864341735839844,success,256,80,200,
S1_HTTP,http,1,4,1774289704.1890764,1774289704.1912487,2.172231674194336,success,256,81,200,
S1_HTTP,http,1,5,1774289704.211531,1774289704.2139552,2.4242401123046875,success,256,81,200,
S1_HTTP,http,1,6,1774289704.2346168,1774289704.2373102,2.6934146881103516,success,256,80,200,
S1_HTTP,http,1,7,1774289704.2576966,1774289704.2599878,2.2912025451660156,success,256,81,200,
S1_HTTP,http,1,8,1774289704.2808757,1774289704.2830591,2.1834373474121094,success,256,80,200,
S1_HTTP,http,1,9,1774289704.3035934,1774289704.3058245,2.231121063232422,success,256,81,200,
S1_HTTP,http,1,10,1774289704.3266947,1774289704.3288734,2.178668975830078,success,256,81,200,
S1_HTTP,http,1,11,1774289704.3493357,1774289704.3515546,2.218961715698242,success,256,81,200,
S1_HTTP,http,1,12,1774289704.3720806,1774289704.3743331,2.2525787353515625,success,256,81,200,
S1_HTTP,http,1,13,1774289704.3948069,1774289704.3970718,2.2649765014648438,success,256,81,200,
S1_HTTP,http,1,14,1774289704.417301,1774289704.4194715,2.170562744140625,success,256,81,200,
S1_HTTP,http,1,15,1774289704.4401872,1774289704.442403,2.215862274169922,success,256,81,200,
S1_HTTP,http,1,16,1774289704.46264,1774289704.4649773,2.337217330932617,success,256,81,200,
S1_HTTP,http,1,17,1774289704.4852247,1774289704.4875224,2.297639846801758,success,256,80,200,
S1_HTTP,http,1,18,1774289704.5079618,1774289704.5101745,2.2127628326416016,success,256,81,200,
S1_HTTP,http,1,19,1774289704.5330195,1774289704.5351734,2.1538734436035156,success,256,81,200,
S1_HTTP,http,1,20,1774289704.555726,1774289704.5581763,2.450227737426758,success,256,81,200,
S1_HTTP,http,2,1,1774289704.7706554,1774289704.7833197,12.664318084716797,success,256,81,200,
S1_HTTP,http,2,2,1774289704.8035536,1774289704.8063126,2.7589797973632812,success,256,81,200,
S1_HTTP,http,2,3,1774289704.8265963,1774289704.8288596,2.263307571411133,success,256,81,200,
S1_HTTP,http,2,4,1774289704.8490741,1774289704.8516538,2.5796890258789062,success,256,81,200,
S1_HTTP,http,2,5,1774289704.8719907,1774289704.874311,2.3202896118164062,success,256,81,200,
