scenario_id,protocol,run_number,message_id,send_timestamp,receive_timestamp,latency_ms,status,payload_size,response_size,http_status_code,error_message
S1_HTTP,http,2,6,1774289704.8951852,1774289704.897485,2.299785614013672,success,256,81,200,
S1_HTTP,http,2,7,1774289704.9176927,1774289704.9199085,2.215862274169922,success,256,81,200,
S1_HTTP,http,2,8,1774289704.9403067,1774289704.9424932,2.1865367889404297,success,256,81,200,
S1_HTTP,http,2,9,1774289704.962856,1774289704.9649816,2.1255016326904297,success,256,81,200,
S1_HTTP,http,2,10,1774289704.9855402,1774289704.987742,2.2017955780029297,success,256,81,200,
S1_HTTP,http,2,11,1774289705.0084004,1774289705.0106187,2.2182464599609375,success,256,80,200,
S1_HTTP,http,2,12,1774289705.0311534,1774289705.0333695,2.2161006927490234,success,256,81,200,
S1_HTTP,http,2,13,1774289705.0537837,1774289705.0560882,2.304553985595703,success,256,80,200,
S1_HTTP,http,2,14,1774289705.0765877,1774289705.0787861,2.198457717895508,success,256,81,200,
S1_HTTP,http,2,15,1774289705.0992994,1774289705.1017976,2.498149871826172,success,256,81,200,
S1_HTTP,http,2,16,1774289705.122599,1774289705.1249475,2.348661422729492,success,256,79,200,
S1_HTTP,http,2,17,1774289705.1455097,1774289705.1478245,2.3148059844970703,success,256,81,200,
S1_HTTP,http,2,18,1774289705.1687615,1774289705.1709914,2.229928970336914,success,256,81,200,
S1_HTTP,http,2,19,1774289705.1914136,1774289705.1936553,2.2416114807128906,success,256,81,200,
S1_HTTP,http,2,20,1774289705.2146168,1774289705.216809,2.192258834838867,success,256,81,200,
S1_HTTP,http,3,1,1774289705.4005992,1774289705.413696,13.096809387207031,success,256,81,200,
S1_HTTP,http,3,2,1774289705.4345803,1774289705.436931,2.3505687713623047,success,256,81,200,
S1_HTTP,http,3,3,1774289705.4576895,1774289705.4598498,2.160310745239258,success,256,80,200,
S1_HTTP,http,3,4,1774289705.4802465,1774289705.4824004,2.1538734436035156,success,256,81,200,
S1_HTTP,http,3,5,1774289705.5029607,1774289705.505241,2.2802352905273438,success,256,80,200,
S1_HTTP,http,3,6,1774289705.525496,1774289705.5276897,2.1936893463134766,success,256,81,200,
S1_HTTP,http,3,7,1774289705.5483763,1774289705.5505133,2.1369457244873047,success,256,80,200,
S1_HTTP,http,3,8,1774289705.5709271,1774289705.5734878,2.5606155395507812,success,256,79,200,
S1_HTTP,http,3,9,1774289705.5940275,1774289705.5963736,2.346038818359375,success,256,81,200,
S1_HTTP,http,3,10,1774289705.616939,1774289705.619202,2.2628307342529297,success,256,80,200,
S1_HTTP,http,3,11,1774289705.6394846,1774289705.6416826,2.1979808807373047,success,256,80,200,
S1_HTTP,http,3,12,1774289705.662553,1774289705.664833,2.279996871948242,success,256,81,200,
S1_HTTP,http,3,13,1774289705.6853588,1774289705.6876986,2.3398399353027344,success,256,81,200,
S1_HTTP,http,3,14,1774289705.7078755,1774289705.7104592,2.583742141723633,success,256,81,200,
S1_HTTP,http,3,15,1774289705.7309084,1774289705.7331276,2.2192001342773438,success,256,81,200,
S1_HTTP,http,3,16,1774289705.7534802,1774289705.7557669,2.286672592163086,success,256,81,200,
S1_HTTP,http,3,17,1774289705.77609,1774289705.77841,2.3200511932373047,success,256,81,200,
S1_HTTP,http,3,18,1774289705.7989638,1774289705.8012419,2.2780895233154297,success,256,80,200,
S1_HTTP,http,3,19,1774289705.821493,1774289705.8236156,2.122640609741211,success,256,81,200,
S1_HTTP,http,3,20,1774289705.8442626,1774289705.8464723,2.2096633911132812,success,256,81,200,
