scenario_id,protocol,run_number,start_time,end_time,duration_s,messages_sent,messages_received,messages_failed,success_rate,avg_latency_ms,min_latency_ms,max_latency_ms,throughput_msg_s,avg_cpu_percent_process,max_cpu_percent_process,avg_memory_rss_mb,max_memory_rss_mb,total_net_bytes_sent,total_net_bytes_recv
S1_HTTP,http,1,1774289917.895824,1774289918.127515,0.2316911220550537,10,10,0,100.0,2.5418758392333984,2.1758079528808594,4.529237747192383,43.160911438047386,115.89999999999999,201.7,35.115234375,35.33984375,135,1891
S1_HTTP,http,2,1774289918.317914,1774289918.558387,0.24047303199768066,10,10,0,100.0,3.4557342529296875,2.179384231567383,12.901782989501953,41.584704600457854,3.75,7.5,35.380859375,35.390625,0,0
S1_HTTP,http,3,1774289918.741486,1774289918.9778543,0.23636817932128906,10,10,0,100.0,3.2386064529418945,2.1469593048095703,12.270689010620117,42.306879160782735,0.0,0.0,35.408203125,35.41796875,0,0
