scenario_id,protocol,run_number,start_time,end_time,duration_s,messages_sent,messages_received,messages_failed,success_rate,avg_latency_ms,min_latency_ms,max_latency_ms,throughput_msg_s,avg_cpu_percent_process,max_cpu_percent_process,avg_memory_rss_mb,max_memory_rss_mb,total_net_bytes_sent,total_net_bytes_recv
S3_MQTT,mqtt,1,1774550634.4751325,1774550698.4952507,64.02011823654175,20,0,20,0.0,0.0,0.0,0.0,0.0,1.2425324675324676,83.4,40.630516943993506,40.7109375,128313,2670064
S3_MQTT,mqtt,2,1774550699.3401048,1774550763.364451,64.02434611320496,20,0,20,0.0,0.0,0.0,0.0,0.0,1.26742671009772,37.4,40.69994401465798,40.71875,298658,4788831
S3_MQTT,mqtt,3,1774550764.194482,1774550828.2367833,64.04230117797852,20,0,20,0.0,0.0,0.0,0.0,0.0,1.0954545454545455,7.5,40.73150872564935,40.7578125,257488,4419939
